Master Feature ID,Domain,Canonical KitLuy Capability,Primary Owner,Authority,Master Disposition,Earliest Phase,Phase Coverage,Source Platforms,Source Row Count,WooCommerce IDs,Toast IDs,Shopify IDs,Lightspeed IDs,Loyverse IDs,Source Classifications,Source Capability Names,Review Note,Owner Decision ID,Owner Decision Choice,Owner Decision Effective Date,Owner Decision,Owner Decision Rules
KLMF-TAX-001,TAX,"Tax configuration, calculation, snapshots and reporting",Shared Suite Governance & KitLuy Core,APPROVED TARGET,APPROVED BASE + OWNER DECISION FOR OPTIONAL DEPTH,Phase 3,Phase 3,WooCommerce,8,KLC-WC-068; KLC-WC-069; KLC-WC-070; KLC-WC-086; KLC-WC-087; KLC-WC-088; KLC-WC-089; KLC-WC-095,,,,,ECOMMERCE VERTICAL | CORE CANDIDATE | ADOPT | ADAPT | NEEDS OWNER DECISION,Inclusive and exclusive pricing | Tax classes and rates | Tax exemptions and immutable tax snapshots | Location-specific tax matching | Shipping tax and compound tax | Tax calculation events and external service hook | Tax reporting and multi-market extension | Cambodia tax policy and legal validation,Review source-level classifications before activation.,,,,,
KLMF-TXN-001,TXN,Draft and manually created transactions,Shared Suite Governance & KitLuy Core,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,1,,,KLS-SH-058,,,PHASE 3 HORIZONTAL,Draft/manual orders,,,,,,
KLMF-TXN-002,TXN,Draft/finalized boundary and compensating records,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,2,KLC-WC-041; KLC-WC-042,,,,,KEEP KITLUY,Draft versus finalized boundary | Immutable totals and compensating documents,,,,,,
KLMF-TXN-003,TXN,Layaway and special-order workflow,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,DEFER,Phase 6,Phase 6,Lightspeed,1,,,,KLS-LS-036,,DEFER,Layaway and special orders,,,,,,
KLMF-TXN-004,TXN,Partial completion and controlled reopen,Shared Suite Governance & KitLuy Core,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-051,ADAPT,Partial completion and reopen,,,,,,
KLMF-TXN-005,TXN,Purpose-built relational transaction documents,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Lightspeed",2,KLC-WC-044,,,KLS-LS-006,,ALREADY OWNER-LOCKED | ALREADY KITLUY-LOCKED,Purpose-built transaction header and lines | Purpose-built relational transaction storage,,,,,,
KLMF-TXN-006,TXN,Transaction edits with preserved history,Shared Suite Governance & KitLuy Core,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,1,,,KLS-SH-059,,,CORE CANDIDATE,Order edits with preserved history,,,,,,
KLMF-TXN-007,TXN,Transaction numbering and online/offline convergence,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,"WooCommerce, Loyverse",2,KLC-WC-045,,,,KL-LV-043,KEEP KITLUY,Transaction numbering and online/offline convergence | Receipt numbering while offline,,,,,,
KLMF-TXN-008,TXN,Transaction status history and notes,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KLC-WC-074,,,,,CORE CANDIDATE,"Status history, order notes and customer-visible notes",,,,,,
KLMF-TXN-009,TXN,Unified neutral transaction document,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,Shopify,1,,,KLS-SH-057,,,CORE CANDIDATE,Unified transaction/order document,,,,,,
KLMF-WRK-001,WRK,Employee scheduling,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,DEFER,Phase 2,Phase 2,Toast,1,,KST-089,,,,DEFER,Scheduling,,,,,,
KLMF-WRK-002,WRK,"Employee shifts, time clock and time cards",Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1 foundation; through Phase 2,"Toast, Loyverse",3,,KST-081; KST-088,,,KL-LV-068,ALREADY PHASE 2 TARGET | UX IMPROVEMENT,Shifts | Time clock and breaks | Time clock and time cards,,,,,,
KLMF-WRK-003,WRK,Fast staff switching and operator identity,kitluy-pos-desktop-app,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 4,"Toast, Shopify, Loyverse",3,,KST-041,KLS-SH-091,,KL-LV-067,UX IMPROVEMENT | RETAIL FOUNDATION,Fast staff switching | Retail staff PIN and role-aware register,,,,,,
KLMF-WRK-004,WRK,Payroll export and filing integration,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,Later / deferred phase,Later / deferred phase,Toast,1,,KST-090,,,,REJECT,Payroll filing,,,,,,
KLMF-WRK-005,WRK,Shift open/close,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-069,UX IMPROVEMENT,Shift open/close,,,,,,
KLMF-WRK-006,WRK,Staff onboarding and PIN,kitluy-partner-portal,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-024,UX IMPROVEMENT,Staff onboarding and PIN,,,,,,
